Month,Hour,Day Type,Load [kWh]
8,4,1,36.67276113177482
8,5,1,22.64696157982631
8,6,1,18.47308611013119
8,7,1,17.64520989235059
8,8,1,15.8748359500266
8,9,2,12.274524665579822
8,10,2,10.270038163434025
8,11,2,7.9961468223016166
8,12,2,8.28777429173238
8,13,2,11.470521405812342
8,14,2,12.169385704049635
8,15,2,19.753605969796048
8,16,2,32.557990797635625
8,17,2,40.09197143615715
8,18,2,50.08428170211042
8,19,2,55.20576394588599
8,20,2,60.738373203573914
8,21,2,70.77164424125613
8,22,2,79.9483919945306
8,23,2,86.90173125412582
8,0,2,84.0549242804736
8,1,2,75.34980624879503
8,2,2,60.15722657340369
8,3,2,43.17318660390578
8,4,2,28.053388130473497
8,5,2,19.3629222047201
8,6,2,17.752522220859163
8,7,2,17.92101152561863
8,8,2,18.9174210890301
8,9,3,18.46958752514449
8,10,3,16.36835489564714
8,11,3,15.178093854846253
8,12,3,13.866311815609786
8,13,3,10.914824918733387
8,14,3,11.814104206721119
8,15,3,15.22168532402782
8,16,3,20.193673827665528
8,17,3,25.867897950271463
8,18,3,27.929396374771834
8,19,3,26.818134895951403
8,20,3,23.88258173246365
8,21,3,19.73406048565944
8,22,3,21.610240704841956
8,23,3,23.730112313712844
8,0,3,28.52648112909579
8,1,3,32.685969419280006
8,2,3,26.372759832472415
8,3,3,21.503474699809395
8,4,3,11.906580274827192
8,5,3,5.694971257825651
8,6,3,7.819504124430109
8,7,3,6.147519776409799
8,8,3,7.510607414201605
8,9,4,6.269780324825327
8,10,4,4.407338962238928
8,11,4,5.828307256531163
8,12,4,7.346951750421496
8,13,4,10.783702507569235
8,14,4,10.912490490224963
8,15,4,12.873489674519293
8,16,4,12.206252384389003
8,17,4,12.825918849119216
8,18,4,12.52532677501729
8,19,4,13.370120487851839
8,20,4,14.207958777641416
8,21,4,12.478440661674053
8,22,4,16.683636234081064
8,23,4,14.730657090568059
8,0,4,13.797922273637296
8,1,4,15.423302915004124
8,2,4,12.988203341499599
8,3,4,11.651099194009445
8,4,4,11.13995050605311
8,5,4,12.964666023023513
8,6,4,10.644994153129025
8,7,4,13.631845236161347
8,8,4,15.28407792963866
8,9,5,14.742304561078408
8,10,5,16.76328123856708
8,11,5,14.901296261195592
8,12,5,14.0224256740203
8,13,5,12.786034936316074
8,14,5,15.077181744025328
8,15,5,21.170425791274493
8,16,5,38.36143436213902
8,17,5,48.36345993123998
8,18,5,57.02636746555501
8,19,5,61.92977346600972
8,20,5,56.998640190091145
8,21,5,58.134179941759825
8,22,5,58.40318305787241
8,23,5,56.049977470357305
8,0,5,54.35147991373568
8,1,5,50.21719935739108
8,2,5,42.43921585198441
8,3,5,35.242247045855805
8,4,5,26.513126841648234
8,5,5,20.888766334015614
8,6,5,19.28640750526446
8,7,5,17.138263819277295
8,8,5,17.026997220201807
8,9,6,14.591150730864427
8,10,6,12.470666381975757
8,11,6,13.281166945266179
8,12,6,16.051061573620856
8,13,6,17.18920842988824
8,14,6,17.886335596483924
8,15,6,22.946998070767492
8,16,6,33.22746104211044
8,17,6,46.20163143709779
8,18,6,55.857199866914144
8,19,6,60.84330684438553
8,20,6,60.425413535770495
8,21,6,59.16572604363063
8,22,6,61.43098744934799
8,23,6,61.06820745464984
8,0,6,59.494764590136
8,1,6,57.47969995105383
8,2,6,47.30391723571992
8,3,6,38.08662905119729
8,4,6,27.911724351096105
8,5,6,20.334678132240573
8,6,6,19.504254675300118
8,7,6,17.534390770912665
8,8,6,19.331219052171477
8,9,0,17.20829679319427
8,10,0,17.67282809518049
8,11,0,20.22459932135167
8,12,0,16.808930078810597
8,13,0,16.63816793884429
8,14,0,17.134426676024475
8,15,0,20.638015209648117
8,16,0,35.78470568524159
8,17,0,46.355318762625416
8,18,0,55.99145837274174
8,19,0,66.37572693044123
8,20,0,66.41488790380029
8,21,0,74.04483153366317
8,22,0,82.16347714212222
8,23,0,82.79564950658002
8,0,0,82.434649603198
8,1,0,72.04173138868624
8,2,0,54.03669174807284
8,3,0,39.81921144324647
8,4,0,26.73027657630527
8,5,0,16.86961908377242
8,6,0,16.58607878709795
8,7,0,17.032900979426152
8,8,0,14.305133889087355
8,9,1,14.65065640122679
8,10,1,9.793148163779518
8,11,1,7.972681348908244
8,12,1,8.219069062512299
8,13,1,7.925752142161112
8,14,1,12.651742312332395
8,15,1,15.994931270172124
8,16,1,28.887703421798754
8,17,1,39.52078035650076
8,18,1,46.010541513491134
8,19,1,54.18457362242024
8,20,1,51.326120550692664
8,21,1,54.841623079366165
8,22,1,55.96536498079823
8,23,1,54.73403078726511
8,0,1,56.667438179464106
8,1,1,50.70549695582905
8,2,1,42.01828911114278
8,3,1,32.639073878116996
8,4,1,21.42858117327505
8,5,1,14.358625721433036
8,6,1,11.631892941615998
8,7,1,11.913237197445548
8,8,1,13.200517927445436
8,9,2,12.770625936525722
8,10,2,13.866096598499318
8,11,2,10.348687818033685
8,12,2,10.356125993842102
8,13,2,9.451082561605084
8,14,2,10.328199802596878
8,15,2,16.95216466772594
8,16,2,28.510207655674684
8,17,2,43.258846373974094
8,18,2,55.73372069785362
8,19,2,62.00781934140727
8,20,2,59.66876486592436
8,21,2,57.28446780044337
8,22,2,55.47310851690909
8,23,2,53.28883558446249
8,0,2,51.515652950191075
8,1,2,47.502190847408926
8,2,2,38.68547209737366
8,3,2,29.893639439134915
8,4,2,20.79670437914164
8,5,2,14.050378868048806
8,6,2,14.877592284260853
8,7,2,14.63258465614814
8,8,2,12.721799970887224
8,9,3,12.472878616603992
8,10,3,8.211240144940453
8,11,3,6.902692216890124
8,12,3,10.378630977429738
8,13,3,9.618735933939412
8,14,3,12.154252862993065
8,15,3,15.607953079576863
8,16,3,16.229104590524187
8,17,3,18.610718114603245
8,18,3,21.50808843162794
8,19,3,25.027173316333226
8,20,3,25.31099684568639
8,21,3,23.7547733950267
8,22,3,19.96601688051575
8,23,3,15.592504099968597
8,0,3,13.664593318905716
8,1,3,18.227390670617304
8,2,3,17.83393452386165
8,3,3,16.46236934550993
8,4,3,15.72188140058613
8,5,3,12.300258837770729
8,6,3,12.944091623585251
8,7,3,14.097330904188889
8,8,3,14.308854518145985
8,9,4,13.669732259959044
8,10,4,14.512756354819867
8,11,4,12.644861213868353
8,12,4,10.622513509844476
8,13,4,9.305133349146006
8,14,4,8.980084695661079
8,15,4,11.223346674411054
8,16,4,13.446667693237028
8,17,4,13.912625262627998
8,18,4,14.67566114671151
8,19,4,13.531914649362161
8,20,4,13.937045980146966
8,21,4,14.997293908207542
8,22,4,14.198232975634893
8,23,4,14.22191121851628
8,0,4,13.623210214080736
8,1,4,13.819746613008483
8,2,4,14.3945072845697
8,3,4,14.296986146895179
8,4,4,14.192320152076132
8,5,4,11.467788884567831
8,6,4,11.199048291496966
8,7,4,10.337442233359036
8,8,4,9.019015301509265
8,9,4,7.706199397073959
8,10,4,7.847686936510929
8,11,4,7.910517613839911
8,12,4,8.162201514534495
8,13,4,9.46412697398064
8,14,4,10.31211898124101
8,15,4,12.730541533829644
8,16,4,13.67770055148829
8,17,4,16.10063822484228
8,18,4,15.367779020524244
8,19,4,14.07860328257628
8,20,4,12.30110416790466
8,21,4,13.051795261530525
8,22,4,14.419631092825089
8,23,4,11.317287045258805
8,0,4,12.749662186825992
8,1,4,9.608551943718794
8,2,4,6.73269953316624
8,3,4,9.24183167333388
8,4,4,9.243837063209586
8,5,4,10.498301410374118
8,6,4,8.987272240740094
8,7,4,7.880024969806814
8,8,4,7.964578684444741
8,9,6,7.090558766479497
8,10,6,5.9941269038042035
8,11,6,5.48793496035635
8,12,6,7.756950128007798
8,13,6,10.248423788717346
8,14,6,15.316395845190836
8,15,6,21.870424694857824
8,16,6,32.47638168369215
8,17,6,40.356857070386496
8,18,6,50.29266616705412
8,19,6,61.33847967764574
8,20,6,67.48858773317593
8,21,6,81.17374405467987
8,22,6,91.41127359934126
8,23,6,97.92541401247492
8,0,6,98.3451699428355
8,1,6,88.57798684467086
8,2,6,74.1359769630344
8,3,6,55.09088323139797
8,4,6,38.73556519650671
8,5,6,27.886742405956337
8,6,6,20.135976477431917
8,7,6,18.69561277243615
8,8,6,16.651321446681923
8,9,0,14.010704319736128
8,10,0,14.370024221982552
8,11,0,10.857431405860828
8,12,0,9.129969679921324
8,13,0,12.532721351544403
8,14,0,13.664055648735378
8,15,0,18.000067441157828
8,16,0,32.35513595063517
8,17,0,44.438517430843646
8,18,0,58.8652526230832
8,19,0,72.36775176850719
8,20,0,80.78836679235286
8,21,0,87.02957627256677
8,22,0,93.90929724101414
8,23,0,98.80849562278907
8,0,0,96.42312904526996
8,1,0,89.64421952846291
8,2,0,73.21936137144903
8,3,0,57.3345382445514
8,4,0,43.491035516716316
8,5,0,32.69488655826218
8,6,0,25.10858514871108
8,7,0,21.342051750353864
8,8,0,17.08746683589271
8,9,1,14.846299234564537
8,10,1,16.628789155770757
8,11,1,14.904882922047886
8,12,1,14.46083996794062
8,13,1,13.57341926533153
8,14,1,16.745581341576298
8,15,1,24.922202595229713
8,16,1,41.11409002380357
8,17,1,59.79781015829363
8,18,1,80.36087345360941
8,19,1,100.1862743298288
8,20,1,113.91038188465814
8,21,1,126.40189791737137
8,22,1,131.2309643997575
8,23,1,131.52499691990232
8,0,1,128.1031564371064
8,1,1,116.03619902098615
8,2,1,99.22717466820833
8,3,1,81.069554822954
8,4,1,61.81775667132232
8,5,1,51.64855055424756
8,6,1,41.80297499843818
8,7,1,32.85809738246917
8,8,1,22.823438626332734
8,9,2,14.245098642530152
8,10,2,11.724616154226144
8,11,2,12.5677589894633
8,12,2,14.391107735864715
8,13,2,13.332261031655467
8,14,2,13.652846817379519
8,15,2,15.319948641968356
8,16,2,30.312108711755293
8,17,2,45.587001860362314
8,18,2,65.5770813220522
8,19,2,83.97706880337128
8,20,2,94.55585277541284
8,21,2,105.7274886572379
8,22,2,110.71289171684268
8,23,2,111.46681849961782
8,0,2,111.84648246693882
8,1,2,104.79014845188556
8,2,2,93.04539172515103
8,3,2,81.232609885336
8,4,2,66.74179297909099
8,5,2,57.94939730914559
8,6,2,45.994924416489326
8,7,2,37.54542408223029
8,8,2,24.635151997428924
8,9,3,13.194282707337637
8,10,3,11.62883336708648
8,11,3,8.841576640945744
8,12,3,10.79208139306942
8,13,3,11.773565571995492
8,14,3,21.765186151224967
8,15,3,31.8604606626712
8,16,3,44.97249197583603
8,17,3,67.27802094367163
8,18,3,79.71975915870294
8,19,3,91.96863916804683
8,20,3,101.94602133529082
8,21,3,101.23287987157191
8,22,3,100.18925599600443
8,23,3,97.2414705144298
8,0,3,92.93894785316795
8,1,3,88.03820890003485
8,2,3,67.89057628419135
8,3,3,46.921653688815255
8,4,3,26.56423594886283
8,5,3,11.554094904636887
8,6,3,11.803268364714416
8,7,3,11.576442011289158
8,8,3,12.729207592889203
8,9,4,11.184344374067011
8,10,4,9.073696809769476
8,11,4,9.400752694436274
8,12,4,10.870281757119873
8,13,4,10.225750175352648
8,14,4,12.119908243057857
8,15,4,13.037758237382782
8,16,4,13.589791523413146
8,17,4,16.02674324951982
8,18,4,16.753876258464132
8,19,4,19.38189074328602
8,20,4,28.860274503486053
8,21,4,36.95441172332375
8,22,4,51.415670072919085
8,23,4,54.94472823110777
8,0,4,42.77946616173235
8,1,4,35.54584115596305
8,2,4,17.4707562858157
8,3,4,11.014337980272128
8,4,4,9.832014435576527
8,5,4,5.486568739682964
8,6,4,6.787919493010956
8,7,4,3.8363804403841413
8,8,4,7.705235847916283
8,9,5,9.419101077009321
8,10,5,8.67267888327824
8,11,5,14.283311651114662
8,12,5,10.254757646710189
8,13,5,11.281481702531854
8,14,5,13.82453118411475
8,15,5,18.43472546557627
8,16,5,33.48896291594841
8,17,5,51.08952170123988
8,18,5,71.17468947801147
8,19,5,91.20144829711673
8,20,5,106.4789086649932
8,21,5,120.66971655227988
8,22,5,129.31301886457598
8,23,5,131.22921469369248
8,0,5,131.6604941606245
8,1,5,121.26888165621504
8,2,5,107.09943793909694
8,3,5,88.6053595349803
8,4,5,68.30125963654062
8,5,5,49.80648705943111
8,6,5,34.85673548999849
8,7,5,25.321951924250474
8,8,5,17.340380955114842
8,9,6,12.15510123953837
8,10,6,11.816403093071226
8,11,6,11.943336945781152
8,12,6,13.492617075102388
8,13,6,16.195801449581104
8,14,6,17.562212012268233
8,15,6,20.844753997426555
8,16,6,31.455246159226746
8,17,6,42.42905625219764
8,18,6,50.695236350899414
8,19,6,59.59260774297088
8,20,6,60.73844815710855
8,21,6,62.37184023146182
8,22,6,64.73621470681377
8,23,6,64.65657069101096
8,0,6,66.66016442086561
8,1,6,61.74683259865078
8,2,6,51.934675072627456
8,3,6,39.81631453071097
8,4,6,25.474375659452832
8,5,6,18.484505108447202
8,6,6,15.249855131024772
8,7,6,16.849959785070133
8,8,6,14.134025449181237
8,9,0,11.03828664580308
8,10,0,8.956449651003187
8,11,0,8.890184273322305
8,12,0,10.907374958306402
8,13,0,12.588967238532298
8,14,0,13.565215342734545
8,15,0,15.25133099044049
8,16,0,24.94797623530096
8,17,0,33.12284101706531
8,18,0,46.58585845856948
8,19,0,62.28581514667492
8,20,0,72.94843112842699
8,21,0,88.53077184838395
8,22,0,102.59349938601967
8,23,0,107.66758073662342
8,0,0,109.97641240717489
8,1,0,102.80965683887925
8,2,0,86.43172387868563
8,3,0,70.02815472546494
8,4,0,53.87492809639545
8,5,0,43.35739753962328
8,6,0,36.341022839522516
8,7,0,29.110399980063708
8,8,0,21.420473324388663
8,9,1,12.530851308704396
8,10,1,11.998580317263436
8,11,1,12.5896658760084
8,12,1,13.526033083041677
8,13,1,14.838766512114887
8,14,1,14.114314636644085
8,15,1,17.902238132440175
8,16,1,34.005523846224406
8,17,1,58.07599552668667
8,18,1,86.26537708459674
8,19,1,115.2505378738081
8,20,1,132.44022555139796
8,21,1,145.67572949023224
8,22,1,149.93998099154788
8,23,1,151.98654398038764
8,0,1,152.65590563804105
8,1,1,144.4729406238128
8,2,1,132.61551257800954
8,3,1,119.72775255290199
8,4,1,104.31537309147836
8,5,1,96.47292611646374
8,6,1,74.31180116607469
8,7,1,54.298312296818345
8,8,1,35.83237167167817
8,9,2,16.858327186233137
8,10,2,15.642112773276315
8,11,2,14.09713934977895
8,12,2,14.244881693163316
8,13,2,14.921578562535975
8,14,2,31.04116820967905
8,15,2,49.99902239142823
8,16,2,79.07042165186544
8,17,2,107.42834392233027
8,18,2,122.60276189807627
8,19,2,136.66721052573843
8,20,2,138.24304828255262
8,21,2,142.328754452568
8,22,2,146.30956684072783
8,23,2,146.91745972753185
8,0,2,150.04980770168982
8,1,2,146.7080176781063
8,2,2,134.42251367443563
8,3,2,115.67008242381117
8,4,2,96.47154992392048
8,5,2,78.07662693550756
8,6,2,56.12782889918665
8,7,2,41.79911654176065
8,8,2,25.321164435526025
8,9,3,13.40915806015069
8,10,3,12.550079174926275
8,11,3,8.68454532022152
8,12,3,11.017187154124956
8,13,3,11.061784373673536
8,14,3,14.583264983885343
8,15,3,19.29572797898755
8,16,3,20.402018017318984
8,17,3,26.91519248878118
8,18,3,33.235048110701385
8,19,3,44.78236396754525
8,20,3,56.05949710636789
8,21,3,63.75527066682836
8,22,3,70.76508662495873
8,23,3,69.40516706633896
8,0,3,65.756753641505
8,1,3,59.044271517023425
8,2,3,42.66883218937398
8,3,3,29.802127471825084
8,4,3,17.94818207966609
8,5,3,9.328897307637869
8,6,3,6.874354357500348
8,7,3,7.539053438534022
8,8,3,7.7649330255725975
8,9,4,7.658293688494517
8,10,4,7.812953982868893
8,11,4,7.536141190281341
8,12,4,9.889361595172225
8,13,4,8.457244069422359
8,14,4,12.664132483437553
8,15,4,12.563618645717725
8,16,4,11.374729447630953
8,17,4,14.2272983342064
8,18,4,12.715730678234744
8,19,4,11.86163447843056
8,20,4,11.498462498164523
8,21,4,11.848853302958291
8,22,4,12.259699345946778
8,23,4,13.960588288439354
8,0,4,15.538369908710193
8,1,4,14.682537154135318
8,2,4,13.699613411096932
8,3,4,11.40781105112222
8,4,4,9.801522558326639
8,5,4,7.842951800634932
8,6,4,8.921564455228253
8,7,4,10.131185244937955
8,8,4,10.773383482691091
8,9,5,11.797247334723012
8,10,5,10.602865361475917
8,11,5,12.396680458245342
8,12,5,13.254605784887914
8,13,5,12.805781748306073
8,14,5,23.333509771956965
8,15,5,35.774152153121136
8,16,5,60.090879506786436
8,17,5,85.40340982987719
8,18,5,102.70197943797663
8,19,5,122.43797450806981
8,20,5,131.482029551079
8,21,5,141.27631352901113
8,22,5,146.42804744118558
8,23,5,141.0026127844437
8,0,5,136.84962286215188
8,1,5,129.22951831891268
8,2,5,116.55495811875375
8,3,5,106.92550933792148
8,4,5,97.45110006089199
8,5,5,88.09792747326208
8,6,5,66.93079503392894
8,7,5,48.76901802143382
8,8,5,28.036884031887276
8,9,6,11.973421842064031
8,10,6,13.249218940276004
8,11,6,12.149653437757506
8,12,6,12.060487467408079
8,13,6,10.069991644891637
8,14,6,21.751380972435097
8,15,6,41.602520904130934
8,16,6,73.12835992704525
8,17,6,105.13396176174199
8,18,6,125.65572052784805
8,19,6,137.08406754242054
8,20,6,138.4410409912152
8,21,6,141.42382061598815
8,22,6,142.5104951938648
8,23,6,146.1951312512278
8,0,6,150.39494202310317
8,1,6,152.48748043723617
8,2,6,146.46304066934155
8,3,6,136.45626678722056
8,4,6,121.81329895537431
8,5,6,109.09851934776157
8,6,6,87.08302270367307
8,7,6,66.32431699393908
8,8,6,45.54273744410418
9,9,0,21.991461146854185
9,10,0,18.759985395097083
9,11,0,16.715299973350735
9,12,0,14.76165513266622
9,13,0,12.327847486501339
9,14,0,30.333986075551245
9,15,0,53.75706005248036
9,16,0,85.25716200402523
9,17,0,118.26641648692551
9,18,0,129.9023986079825
9,19,0,136.44733979496755
9,20,0,140.63687618150607
9,21,0,148.76129963685395
9,22,0,155.19401617391924
9,23,0,161.2842131025041
9,0,0,164.1599521704455
9,1,0,160.6679092728155
9,2,0,148.44496632836973
9,3,0,131.01600524319505
9,4,0,112.0667342356774
9,5,0,97.5802790048484
9,6,0,72.92357364166605
9,7,0,55.26934856341821
9,8,0,36.638999228307824
9,9,1,16.39048930486879
9,10,1,14.816812174326165
9,11,1,13.047886847778507
9,12,1,11.461266054624543
9,13,1,10.046584357182901
9,14,1,18.998854629723397
9,15,1,30.725209174950905
9,16,1,56.25951523201509
9,17,1,81.41205553781445
9,18,1,100.68472179802481
9,19,1,118.35898010851503
9,20,1,128.21710442186225
9,21,1,138.78101690350942
9,22,1,142.5199024721953
9,23,1,141.50461088499992
9,0,1,139.740002890441
9,1,1,129.6660812080811
9,2,1,118.28343902456416
9,3,1,109.11750668413072
9,4,1,95.80922887818934
9,5,1,86.43074299300264
9,6,1,66.40747303246476
9,7,1,46.544025989361565
9,8,1,27.165914864055626
9,9,2,12.830952136351106
9,10,2,12.703687553463267
9,11,2,14.180206155152394
9,12,2,12.576251490037588
9,13,2,10.097385235527549
9,14,2,10.287136313945886
9,15,2,13.204215581036056
9,16,2,29.586760697178114
9,17,2,46.468684911776705
9,18,2,65.46604906901237
9,19,2,82.46671252907188
9,20,2,91.08575019301396
9,21,2,102.50747171976334
9,22,2,108.4827097879206
9,23,2,112.09867222296415
9,0,2,113.56538491266393
9,1,2,102.64076732802702
9,2,2,90.88538860867203
9,3,2,73.66787138385887
9,4,2,57.156175993430864
9,5,2,44.66913279052673
9,6,2,34.56368709360646
9,7,2,27.69786659807118
9,8,2,17.916795461404913
9,9,3,14.689542131808606
9,10,3,11.390584567979431
9,11,3,10.113461980279773
9,12,3,11.850385745968456
9,13,3,8.994834005765258
9,14,3,10.478150106702666
9,15,3,14.182202995616361
9,16,3,20.09412404270109
9,17,3,30.22155144803483
9,18,3,32.34396750791028
9,19,3,33.40318627495175
9,20,3,31.349444870141465
9,21,3,26.143603945567445
9,22,3,25.016838267782095
9,23,3,19.73088744120333
9,0,3,18.75320296329138
9,1,3,16.997176949913243
9,2,3,12.862080277453437
9,3,3,12.815541658346577
9,4,3,9.471951963857116
9,5,3,9.457507680920235
9,6,3,10.385792951384369
9,7,3,9.796890163342677
9,8,3,7.693928107489735
9,9,4,4.113282508037264
9,10,4,4.263711731919665
9,11,4,4.5047848211432
9,12,4,5.749110992122919
9,13,4,7.479000114292902
9,14,4,11.144443550699963
9,15,4,10.991449069791152
9,16,4,12.28230184183066
9,17,4,13.850466521274827
9,18,4,10.292889294255943
9,19,4,10.801987910003847
9,20,4,11.073247624973115
9,21,4,13.348475894557494
9,22,4,19.56091226177063
9,23,4,19.40809787858467
9,0,4,18.942968612224895
9,1,4,17.1959755657142
9,2,4,12.413978241014682
9,3,4,12.846206760054027
9,4,4,14.7717702851969
9,5,4,12.912527044692256
9,6,4,8.504583821101038
9,7,4,8.166086458540889
9,8,4,7.26168743858361
9,9,5,8.982163976881662
9,10,5,13.782754392801056
9,11,5,14.562419545096171
9,12,5,14.440187303485574
9,13,5,15.380209910722535
9,14,5,16.811947795192452
9,15,5,21.88911783722259
9,16,5,33.47129265329032
9,17,5,42.2757651038694
9,18,5,47.871758792223716
9,19,5,52.927198430798605
9,20,5,56.53924195977298
9,21,5,61.857775890607485
9,22,5,68.86779771907004
9,23,5,70.96384323301844
9,0,5,65.41309475241904
9,1,5,54.85933997291005
9,2,5,41.34967873484369
9,3,5,29.319913566391538
9,4,5,21.55901636510422
9,5,5,19.27928080651893
9,6,5,19.20310843053229
9,7,5,19.69686858965786
9,8,5,18.66111641074206
9,9,6,15.99197676276329
9,10,6,14.114670858201027
9,11,6,14.428902616249703
9,12,6,14.193879603678464
9,13,6,13.598728373669934
9,14,6,16.64939050995267
9,15,6,20.0666807094367
9,16,6,31.45744731302535
9,17,6,45.11403319427451
9,18,6,61.12614879965803
9,19,6,75.4958626530103
9,20,6,85.1628347962393
9,21,6,92.8447178750564
9,22,6,95.49808666519965
9,23,6,95.73798521936104
9,0,6,94.99117584948871
9,1,6,90.10208821035454
9,2,6,76.40805191562471
9,3,6,63.01400066822761
9,4,6,48.819799608678174
9,5,6,37.72227362751941
9,6,6,30.593430083117642
9,7,6,26.724779480081654
9,8,6,21.25745363510051
9,9,0,16.87863322340995
9,10,0,16.928547754430614
9,11,0,14.163468501310144
9,12,0,11.923540035573836
9,13,0,10.897207140931151
9,14,0,10.800105561759509
9,15,0,16.098740570562587
9,16,0,26.881099450803447
9,17,0,36.868155451056154
9,18,0,46.140125116554486
9,19,0,48.94020031517454
9,20,0,47.97983880764066
9,21,0,46.7412676101585
9,22,0,45.34874354992288
9,23,0,46.36326274187496
9,0,0,45.86292102504603
9,1,0,43.06505227469623
9,2,0,35.74265362288749
9,3,0,29.48694654880751
9,4,0,20.585823885975657
9,5,0,15.263645881765289
9,6,0,15.060862155622216
9,7,0,13.662850288197832
9,8,0,14.252070478203816
9,9,1,14.574802543080843
9,10,1,16.17595467310174
9,11,1,15.12483731754899
9,12,1,13.65965063024115
9,13,1,13.90930766106664
9,14,1,11.926181958316832
9,15,1,18.13855708526419
9,16,1,29.319947964859495
9,17,1,36.71251007246855
9,18,1,45.864541570596145
9,19,1,51.327875743828976
9,20,1,51.311140293481316
9,21,1,55.12544155506258
9,22,1,56.30784812698654
9,23,1,56.87886669970659
9,0,1,58.94576936874988
9,1,1,55.6529983896463
9,2,1,48.094545407377794
9,3,1,38.59960311171282
9,4,1,26.165559644365633
9,5,1,17.703433284095567
9,6,1,16.37998973945607
9,7,1,15.483320644273782
9,8,1,14.733876531992749
9,9,2,14.685756006782041
9,10,2,16.14576712494684
9,11,2,15.807587640856053
9,12,2,18.055485859554196
9,13,2,17.650093820619553
9,14,2,15.07897433488015
9,15,2,18.30234679016775
9,16,2,30.73581366795107
9,17,2,44.178066453270425
9,18,2,54.339081261027154
9,19,2,68.1511185431837
9,20,2,72.55162593612292
9,21,2,74.23173429846474
9,22,2,78.80411096581474
9,23,2,75.60467327492601
9,0,2,72.38185265009339
9,1,2,66.45060114689767
9,2,2,54.35347733779998
9,3,2,42.31166531842531
9,4,2,30.352366506265422
9,5,2,21.01674473982726
9,6,2,17.999209667432936
9,7,2,16.350062814035276
9,8,2,13.50624736574806
9,9,3,15.1187740046966
9,10,3,16.014773131434595
9,11,3,14.481693715239986
9,12,3,13.87376393548394
9,13,3,10.872433025154928
9,14,3,11.685158048934724
9,15,3,12.710350803674928
9,16,3,17.08326438432372
9,17,3,20.955635180149113
9,18,3,23.7897056703151
9,19,3,32.42971556012316
9,20,3,36.959251799947225
9,21,3,41.181437835827126
9,22,3,43.37704545361701
