,Inverter Power (W)
268,-273.9365973922889
269,474.0076063608676
270,-243.17314052520334
271,-127.0967562192838
272,280.915905341256
273,353.95488445560943
274,813.859534715253
275,808.1674413066015
276,434.06449768678993
277,-211.77521017936903
278,-54.18233950144989
279,8.06645988362611
280,389.7913257648543
281,-97.01062089831368
282,-106.27144340266499
283,-13.505740279003453
284,-6.620598198162731
285,431.74638234600866
286,182.42423120662087
287,-2.0297424387685448
288,-255.3539059960165
289,-29.089694310674982
290,-314.8038424403928
291,307.4509635741282
292,-83.39401420431737
293,-70.05848673045372
294,283.1767374078067
295,301.1736419507807
296,319.8993147098954
297,72.93270622894354
298,185.76203139833575
299,496.3563732926876
300,576.1222226993336
301,344.48084808867213
302,133.70632688528457
303,-350.2465565997751
304,-121.27090236871169
305,295.44633001761457
306,31.963937363215177
307,55.75766344173304
308,82.19954978755635
309,46.04373702075298
310,31.87599624939878
311,161.3967226235661
312,201.29556421953032
313,-398.653468470597
314,435.2525819604748
315,-403.9697445699597
316,-249.5554271887909
317,-181.857022481147
318,-217.44962511398182
319,-207.52238952286635
320,344.25544370182666
321,154.4505167996194
322,382.6765005864274
323,127.15049047568388
324,144.51838402991598
325,-121.51790186693167
326,290.03759772821286
327,-103.77478016180173
328,228.69134648506005
329,-97.33723903420442
330,-101.90399368470264
331,-20.984070822692956
332,2.7438647304510426
333,-131.29576867715053
334,325.26789606452394
335,-194.41922112260497
336,-274.20433831839256
337,71.88460077650808
338,177.64343173834868
339,40.85132665520249
340,249.12498759815452
341,-205.22641099919045
342,-172.34775824282207
343,32.8319530621218
344,88.1054387198781
345,584.6971162228868
346,591.3267283579327
347,448.9433957736111
348,684.1138132912167
349,792.7430437246392
350,741.2670946000917
351,341.3298146058064
352,182.74140129239345
353,199.4106503048197
354,66.73765967217722
355,339.9514554720446
356,250.4572851921192
357,68.28765628242476
358,33.07483386842086
359,-70.8991817196236
360,60.07700188999022
361,19.168842414936904
362,297.0236381780787
363,-31.634037894486163
364,18.216655285773612
365,-36.93009456212586
366,260.3863820530597
367,-74.54335134576979
368,365.2237279793526
369,603.3340018593623
370,769.6279613129307
371,1144.4596689226776
372,605.3501121158477
373,447.5487445042859
374,726.3005428275782
375,886.7224420819991
376,109.70173424745406
377,257.0364042108357
378,5.753835255276334
379,-48.348825107839936
380,129.50615014793726
381,39.31908965938374
382,-23.58640744952361
383,125.13855978807173
384,93.07378096506336
385,-90.43122381310471
386,53.94385189023258
387,187.23036515349727
388,48.01738904512735
389,-327.43662662008103
390,330.72631843181915
391,126.55548799076672
392,185.00417748088245
393,555.6764252971695
394,901.9283678870806
395,999.7643521060716
396,727.0540424770475
397,476.82756053176166
398,526.7283452730463
399,869.4844901597558
400,137.85459022347288
401,-279.7097910235268
402,-102.42298692893526
403,275.54314694073923
404,360.9889954604578
405,53.49445009873679
406,-176.23472958740942
407,23.948283904320416
408,-260.2416619524925
409,-165.9018985733552
410,197.40519362829502
411,-338.9057562249438
412,339.3816057309879
413,-78.22570800360158
414,39.05117771398016
415,-44.95216280516766
416,530.039281039725
417,681.541230126193
418,487.3019199427648
419,219.24571264500662
420,272.45018549655157
421,601.4586539541922
422,209.92670535053452
423,762.5915543433005
424,619.5210836251922
425,13.141322979295916
426,-190.31611030896562
427,-294.1309546248322
428,136.89529456643191
429,-111.23217073312689
430,398.02940841878245
431,3.2243570317720307
432,230.84565293249852
433,287.3573670744384
434,332.12762356053247
435,-120.73856964548327
436,-202.16933041705676
437,159.45587797985095
438,-20.24856933222286
439,343.6232190603212
440,-230.05386046777403
441,453.6987595109042
442,186.58658207414163
443,852.568660081266
444,-113.97682838116938
445,100.49005196536874
446,186.25231324848372
447,-204.37648706112665
448,8.507561678758954
449,-25.829339680543065
450,251.13582663202115
451,-130.89675434645818
452,138.97689787697533
453,-53.146764047977264
454,-276.75096485888656
455,-170.19872194343742
456,-391.2973532439786
457,10.314277544077987
458,337.08361953931046
459,-118.47443388460228
460,-110.86855240264437
461,128.73431498036524
462,-223.3574064559953
463,-401.2913932833168
464,229.24453433214825
465,197.76797878123116
466,388.4022848993309
467,277.6679783939203
468,399.7357228856061
469,453.3086647388451
470,195.4295727919803
471,-123.99167490885782
472,-195.59395697407595
473,298.18383201752704
474,95.53391594216528
475,362.55555516229
476,12.146589359744246
477,-37.061413343733875
478,-229.2203040376195
479,443.90203112249833
480,-103.09378999109825
481,443.87269061405004
482,145.22390243294964
483,-60.534545903559795
484,-203.2342574662995
485,-208.36407522811524
486,153.48467334199273
487,-117.31328764089453
488,429.0322861820694
489,217.03096485758414
490,-27.04739086063583
491,56.10528729812498
492,-126.74568685425086
493,244.05382791786
494,-104.54777386151142
495,389.25724600872377
496,165.76249505631512
497,255.33769897034932
498,-25.519241000166375
499,149.6879344562456
500,173.25185445489853
501,497.5670308074476
502,-533.7466223471966
503,-188.74862569350674
504,35.179956209721354
505,-13.99077206817225
506,-78.14328023560535
507,-72.9721547841588
508,-339.22947632013063
509,154.60842257728015
510,-245.0526975810135
511,422.28093223246606
512,655.052186800009
513,354.33727352910194
514,515.7097709635095
515,710.2571012774812
516,848.2943375963414
517,201.74266085767619
518,614.2007738836782
519,52.96743531484208
520,407.46671675383493
521,52.93954635940259
522,97.96701463270377
523,-135.1584627682444
524,347.25380842024174
525,376.4667942991748
526,-106.30602813132354
527,-127.39581787677722
528,32.375373960117834
529,-144.45078334543956
530,154.0613271007038
531,64.04142484406455
532,274.7146883327937
533,138.78433016919254
534,-34.652910407209646
535,92.95790723479448
536,488.3061813266958
537,698.9608294147349
538,538.6058225080619
539,817.0272161272836
540,837.2646525903144
541,152.5867549425878
542,317.2888073617554
543,508.49058710569955
544,471.82579315896544
545,-6.827639932889853
546,100.11317065314032
547,-281.9979811052077
548,195.6372287549665
549,-277.0564783816155
550,61.95195384691118
551,-544.9473657099314
552,-138.85682842678702
553,-227.63924041870783
554,-178.5777282789271
555,176.11516485366536
556,-342.6584817181496
557,-171.5138143728242
558,-33.18692173904302
559,-237.66931540676123
560,214.67129219334672
561,181.38923072099573
562,698.238026291492
563,850.3923188558872
564,234.98952295879548
565,540.5879257198167
566,252.41483022442435
567,404.22441490316754
568,79.34658032518081
569,-150.94762161327463
570,42.077399247317366
571,94.44973544382712
572,-480.19970948425123
573,-129.04844995602977
574,104.59517407772091
575,-97.85907619940868
576,31.876123924788054
577,-219.8644978652528
578,-195.99414384677854
579,119.91346673508444
580,148.77505186924552
581,183.7169590340233
582,325.5409568514774
583,-470.86096634117985
584,511.47639600227456
585,612.9028822134303
586,665.2035751454667
587,865.1920436784178
588,796.5666979686229
589,829.0044118425727
590,795.7833369836736
591,753.9725799311916
592,516.4660883213237
593,203.00196719910704
594,468.23246931566484
595,56.000504100623125
596,219.1211914237213
597,-155.9685063920628
598,-176.1236619804758
599,76.50333922877876
600,48.33133808776027
601,-59.034214727547784
602,-21.580952662218728
603,-28.583338566236318
604,-45.111389439185835
605,-47.057129163784055
606,-93.81204946807077
607,172.23054272624702
608,224.38680964933178
609,37.61053955926474
610,919.907094623896
611,493.8927860905225
612,576.6239057462054
613,676.8699005134389
614,265.2638757540941
615,793.8089982282886
616,-54.28500126788779
617,134.13229942289897
618,46.597461377628626
619,-23.73714832359851
620,387.4815927467477
621,63.280782564732895
622,31.057887864066114
623,-426.0889585284671
624,-241.53375814845364
625,315.22679697540605
626,311.22883999167715
627,279.2526065254064
628,194.79878672651935
629,17.776778189602023
630,-134.92924453234247
631,285.4807555655115
632,-169.91971798275455
633,348.105760032211
634,-58.034776234418956
635,119.50369791697618
636,478.94791795331764
637,-51.803284872275356
638,-430.4836720877643
639,218.16426344465182
640,-112.54647879653788
641,17.501599889423716
642,-52.357546302553494
643,112.44152546592784
644,-148.46301794105867
645,97.41900995669889
646,153.87431474408888
647,568.0053096252316
648,-146.3914645274362
649,-47.153726289963615
650,325.11364047744604
651,104.07140732524657
652,92.8115518166692
653,-124.8258826328033
654,92.15878342429237
655,-133.07445567191021
656,189.32490379749117
657,241.21203302520868
658,218.02947333140872
659,80.6148304783676
660,415.5575990549139
661,344.0343518129826
662,608.1949718226343
663,3.621732827935432
664,104.64207923438335
665,202.4812514274489
666,-69.58623980441743
667,-291.9156506451964
668,58.26577327857576
669,255.86814111499223
670,-91.67511089482818
671,-223.13001053128212
672,-57.71145656864071
673,-330.8020070731928
674,59.24908543871471
675,219.73656434131672
676,-45.83498524110123
677,-81.74750928405894
678,123.00703139316194
679,-343.3765341454686
680,-270.1980310441339
681,99.42372365808895
682,314.073126326603
683,-251.41664848491007
684,-132.27861488818917
685,418.8838125229032
686,47.90242327619836
687,284.5462223024224
688,87.97855236371065
689,55.773942358498
690,-20.91770353954483
691,457.72359099546424
692,-215.7579500566597
693,217.31699434980095
694,-433.4125590217861
695,321.7523065786288
696,123.91434285428222
697,-456.42855701680037
698,25.473715352761396
699,215.26966690644718
700,377.7160332822056
701,232.2762505761256
702,52.51811027475584
703,-251.1086095754397
704,184.52392578723914
705,279.3102387785411
706,349.0502788951268
707,710.1627479218494
708,-127.0200763556301
709,-182.40964958464897
710,22.087061779379276
711,-44.72303357265058
712,319.36233834745
713,-390.4479151272942
714,18.611089368833156
715,-204.08822553888368
716,395.3522643558352
717,-349.2864730026039
718,-53.598879860897405
719,-41.126928999405855
720,243.18572172903467
721,549.3328588320582
722,-183.98050131399833
723,-227.17790086553302
724,-226.3531843299359
725,-360.4080673897697
726,156.72559036159413
727,20.978203223154622
728,391.2248601981666
729,427.0042728047314
730,347.2442241687519
731,140.94930647069754
732,132.6963489399993
733,80.84194797627137
734,-98.29077959377983
735,218.21089544657394
736,10.702477828286597
737,89.67303800294611
738,-0.10578291197700161
739,-109.72092083805771
740,174.42934560912698
741,-60.31346917114436
742,-217.73499731779162
743,179.25486218471042
744,102.38808789876279
745,-318.62823126691717
746,-179.1741338696221
747,-134.63910279046226
748,252.41597896213116
749,-328.663710211162
750,-344.7372280333057
751,128.08737937069841
752,-49.977816295742215
753,-32.50669519283912
754,120.0759878376849
755,-132.20757183610738
756,37.96760896935922
757,427.47132844580625
758,378.25709570731897
759,409.8770443700982
760,242.69558635304182
761,384.49022531903944
762,-206.8183833728788
763,-163.6013969340507
764,-123.37553758254957
765,-48.147658648609834
766,-144.6546088724717
767,-19.92818910957424
768,-287.31061310159293
769,113.23954280211994
770,-188.07894245914116
771,28.23625839852633
772,-340.174634033693
773,88.70331363319453
774,-129.23644747777445
775,211.62328945442027
776,-3.960804988587796
777,-130.994994240616
778,224.06288884570054
779,452.5297132696735
780,265.82192210620167
781,561.6174302168588
782,630.6981269312923
783,211.80585698115112
784,-117.84293626173222
785,99.3066069700107
786,-47.374227354478926
787,-54.61000055828919
788,579.9446492470232
789,203.32040704269286
790,92.65686299629594
791,-22.508988921420652
792,-200.71468443286966
793,-76.57927525524408
794,6.928473198232469
795,214.52490290215766
796,-332.1069813007038
797,-56.51634501228885
798,-198.69171539021733
799,153.62428083411206
800,366.01706838566975
801,627.9023488151705
802,799.9225960517705
803,692.3212661691032
804,1135.4272082897612
805,844.934454027534
806,517.1678548739798
807,320.0351587869066
808,479.94153509835667
809,-396.6915679313955
810,338.6683872794206
811,-80.76907243667289
812,-137.71404183936676
813,124.72636499858041
814,172.7500954852015
815,68.85705831917282
816,361.1826363590507
817,199.5789880557629
818,-205.48357264755302
819,-144.32316281522546
820,175.31132635034922
821,-26.00973029332672
822,428.15458392343896
823,291.00555625729436
824,434.9634924698422
825,431.1594123137408
826,-394.43536587689385
827,615.1738792395615
828,827.4779642488464
829,16.47481656004379
830,199.76887665385158
831,407.0377660360161
832,219.2912820701806
833,-169.91604446315523
834,62.54179576197141
835,90.13470136874663
836,-292.17272131346857
837,358.2595444393286
838,66.76175196861507
839,209.98141690173136
840,110.23625657129426
841,-72.68578407510896
842,22.901111781518264
843,27.889995654172004
844,156.16396289505687
845,-209.51148809935904
846,317.16088991871595
847,-72.31650580247785
848,213.98135926933924
849,758.7673799008396
850,531.5795012954027
851,945.3810920166143
852,617.1637615198615
853,549.8736754836111
854,483.997507104545
855,181.7142160455273
856,207.12012608712237
857,-65.72223302801152
858,-29.97523935236767
859,242.48701228415305
860,-330.46010026163333
861,153.74183124104167
862,257.27444698878884
863,124.83320936260489
864,113.6426557903871
865,14.971374451950613
866,1.521050999027523
867,129.2539002950317
868,356.0400984084767
869,-135.34607834507017
870,307.4719509348769
871,204.90030372972348
872,86.28511560903019
873,105.20683200220218
874,310.1599772667392
875,245.8152058658788
876,227.1721684049984
877,201.69776354182517
878,894.9526896880302
879,-103.95939056506144
880,93.6724620744174
881,102.28866258990541
882,190.3120802392978
883,-304.7901600156066
884,-14.971355457591324
885,210.24124084315767
886,13.217311723750537
887,-215.45096510777623
888,-266.12895532892094
889,31.805434538256677
890,226.75570618493464
891,-84.72476248804315
892,568.2053287608469
893,-404.1673278076879
894,-316.50147307690855
895,-117.91663779988642
896,-264.5896026108079
897,518.6957147021855
898,348.62021818642137
899,350.47153269935734
900,235.73827216800478
901,154.4828009407754
902,-125.76884395498959
903,535.4696594084228
904,-107.07013177966884
905,184.06107803844063
906,-0.16030435867268528
907,-111.57652799306146
908,32.4890578144503
909,8.689963528857032
910,-318.63528773597244
911,273.319119698512
912,59.32698061069188
913,-120.59311566457299
914,90.79434924575743
915,13.626249600600588
916,-87.47188496511005
917,85.15088636332433
918,173.22328136005817
919,-61.43529999930495
920,192.70041047556987
921,-145.55089638776718
922,37.88222032432435
923,131.06357177799384
924,279.5244728097785
925,597.1287885448672
926,547.8915941632564
927,338.4379180104331
928,315.509512692046
929,-248.64553034164172
930,-121.84202005267616
931,200.97522859760363
932,217.78039119899262
933,-35.17982712666299
934,269.7588322832652
935,-6.658450239735051
936,422.78299324153727
937,460.19942955552375
938,264.7370027172393
939,-194.0473969199095
940,-291.2578162889669
941,28.709517723226593
942,193.9396874129248
943,182.9852938317401
944,-127.44701204278778
945,-12.140226785310517
946,96.63181235335395
947,371.4796143259262
948,591.5068292106896
949,539.0089657058252
950,57.098019970173965
951,-78.16556104270875
952,-74.04599385428801
953,-86.64665344138876
954,-127.8575936839738
955,259.8630959158908
956,-49.736190065617095
957,487.61568082516965
958,-40.54434005062975
959,-97.10084813734508
960,-56.790739069524065
961,149.3637454241003
962,39.074636374028586
963,-91.17568041168228
964,34.50505379848446
965,282.4193722477239
966,-264.68991021233296
967,-270.95055250451617
968,537.1540587665208
969,317.39676679593333
970,1007.0103279772754
971,463.4566139659843
972,374.0289167943575
973,124.8559204172361
974,492.6827557779367
975,8.52190026550371
976,85.47444601122197
977,-224.83277635956534
978,183.89827533598068
979,223.6804544834795
980,107.30053721841577
981,324.1538523704239
982,32.67034256587372
983,-189.69684031965636
984,355.7653228315613
985,484.0515909193234
986,143.40715608012255
987,-277.947543488763
988,-246.07876772420317
989,183.0467413677714
990,-223.87932434517762
991,-126.31438994009042
992,313.9644253258442
993,65.66449844510163
994,542.2649872664291
995,487.3946595013349
996,-175.44528043657306
997,297.60866179310176
998,219.1580329342795
999,-253.4128876394369
1000,416.83157914472804
1001,93.4371736003711
1002,-313.60921625844156
1003,86.21747194469404
1004,133.61783803842437
1005,145.48847275184144
1006,57.50861016231928
1007,183.622436961626
1008,-445.59482799911893
1009,40.3136798801214
1010,181.96963939070042
1011,259.84551787992115
1012,-121.54349343628543
1013,-259.0039243391478
1014,61.350836560774006
1015,426.5377729752276
1016,64.44227861498706
1017,556.5168038387968
1018,634.6231035444595
1019,702.7105001004265
1020,729.8392236872329
1021,733.2374348047773
1022,1180.5667338302642
1023,410.1854912284591
1024,257.64730359232396
1025,-236.16627119955388
1026,371.39106728702706
1027,-122.34147824086182
1028,192.90547817923556
1029,-85.44475168637568
1030,114.28000521601925
1031,189.42489174454042
1032,294.72680277463945
1033,-62.2456306080263
1034,-459.9880083160709
1035,-519.6012338315791
1036,-294.45751992649235
1037,293.2219217949289
1038,103.04400058143847
1039,219.53466473161188
1040,-301.66264634079147
1041,629.6934363894911
1042,856.8521029254962
1043,419.78412999749304
1044,656.2934739050571
1045,616.7073908238451
1046,729.4907084756279
1047,550.2204744224929
1048,-248.42207248052637
1049,197.6850710372276
1050,-102.0784826280271
1051,91.67854969765213
1052,-149.4345423095375
1053,-363.7532711439434
1054,249.23543694902025
1055,-317.76683890238627
1056,-148.72180838822788
1057,62.36366932728398
1058,-200.71963144773855
1059,-94.95780638003764
1060,400.26152036265404
1061,59.24947342958294
1062,-206.2538883945968
1063,296.5420215234394
1064,337.9999224115217
1065,375.9346375050549
1066,410.35774446048833
1067,683.4107352612916
1068,976.3769876061842
1069,912.8998614114038
1070,470.40272221224177
1071,129.32677616170542
1072,293.7984781743689
1073,264.53155768987216
1074,-93.69138267126607
1075,-43.02000312186787
1076,-308.0441170244363
1077,-85.44083608112268
1078,-8.975193722731387
1079,-191.8497163805173
1080,103.954859792505
1081,-115.44546774414304
1082,-30.260824039165712
1083,159.2591033071868
1084,139.88011951401066
1085,-89.64905267385636
1086,-48.310762385407386
1087,70.74292167003465
1088,141.1351622525982
1089,319.6344910634713
1090,271.52245463375993
1091,561.2775151313525
1092,153.04929871961636
1093,322.80532902742686
1094,237.68944719703234
1095,-247.58637308452586
1096,224.05659288540676
1097,-524.3845182512686
1098,-81.9442347852875
1099,-9.112748304857742
1100,-66.90817026513417
1101,-164.52237109240258
1102,24.328609618426764
1103,-333.86635298379935
1104,-98.68096359412557
1105,126.0584122371789
1106,170.58094434387849
1107,-492.29376513712447
1108,221.62088599014768
1109,843.7857783838555
1110,252.55308195084064
1111,494.3351004933759
1112,48.044929173261835
1113,705.260379604867
1114,775.0297814784055
1115,498.957021708751
1116,666.0857226534806
1117,599.8690337218388
1118,369.99153118121853
1119,427.48786337437025
1120,278.1766645128642
1121,-240.94696591565707
1122,144.03892355297464
1123,-26.051251426076863
1124,-373.77566218564743
1125,-21.085751197663093
1126,-285.34826457414476
1127,499.46538198362344
1128,-151.51695177031414
1129,-88.4372329834958
1130,177.81296891424813
1131,-135.40472171595445
1132,-51.783730343629216
1133,-124.1374319853385
1134,-145.58994056864296
1135,138.23803125972051
1136,430.6356680663338
1137,591.7272301035667
1138,183.66491789960367
1139,107.4044188900472
1140,68.84006511565094
1141,397.44313670880956
1142,378.92864816682714
1143,-268.2186952387689
1144,-24.739498452003517
1145,-111.40634885169229
1146,1.161258209996569
1147,24.09782158588244
1148,-35.24944044728799
1149,261.7603323089754
1150,-390.3134358190975
1151,48.658897697543374
1152,-144.14012784324743
1153,51.17064803991817
1154,37.452470354593
1155,8.470778741876453
1156,-40.61401702747924
1157,123.70622940856558
1158,-157.35408788750823
1159,206.8345244969276
1160,348.9772268903768
1161,188.13688949941195
1162,370.5153328591224
1163,511.0805528277777
1164,1064.6448486613926
1165,1010.4636140878667
1166,128.78308389251083
1167,27.009481192640067
1168,225.05425039365517
1169,13.088204723203855
1170,205.1042283812716
1171,118.45850307593857
1172,216.29765377764915
1173,4.756807469748212
1174,62.05222313100794
1175,-201.05552833761473
1176,222.22460027929387
1177,-255.2206217955417
1178,-94.32429506445212
1179,-174.0055821244499
1180,-288.59430211730273
1181,-80.41747737282535
1182,1.1715877654536198
1183,373.25998048215934
1184,245.92017470306743
1185,413.17943712476733
1186,117.15016316142675
1187,967.6862222670809
1188,687.854191257544
1189,465.9228970738101
1190,161.93144538442243
1191,312.0295881599734
1192,187.79305833638682
1193,405.0302406773456
1194,-160.27758247697625
1195,-37.343070052647974
1196,-301.1599298327055
1197,114.91165296838115
1198,9.427852821375174
1199,569.0076438993664
1200,6.842964805296711
1201,107.55489538272988
1202,-98.7945018331202
1203,182.45824635391548
1204,-223.32648664663333
1205,158.68492423388804
1206,-249.6072069541345
1207,57.86037240767908
1208,363.4168354138488
1209,783.7752737321622
1210,775.6369860033087
1211,1177.5812727499947
1212,856.936234529098
1213,673.8419941482359
1214,602.0452752340362
1215,446.334336165111
1216,-1.5418164697502164
1217,-86.06159429334905
1218,-6.959745024533548
1219,47.22991514633327
1220,-436.80944962547466
1221,177.50003008808181
1222,109.12304578673367
1223,-222.45091247035305
1224,-20.684929283496853
1225,246.24806135838287
1226,108.87076103055934
1227,277.9842997046741
1228,307.0766659528946
1229,365.60119499254665
1230,232.34686628243804
1231,-100.06429903749957
1232,-9.72753631936419
1233,170.8280837929878
1234,139.9939645084805
1235,273.12809253315277
1236,239.50535401843854
1237,270.5852942331952
1238,244.25520525348395
1239,31.770740625240506
1240,137.96055100320774
1241,-226.05797213813165
1242,212.18277348331745
1243,-206.07357460661865
1244,-94.7655840766893
1245,162.6299326209082
1246,40.485278176565885
1247,-1.6112601647530518
1248,329.0683651542993
1249,-22.428480638346922
1250,197.3577224116056
1251,233.2711968999275
1252,-109.69996370010017
1253,-87.56236610526055
1254,455.9442724852239
1255,-36.9376712507551
1256,301.0392920261977
1257,99.89359334781265
1258,-376.40927791957785
1259,156.96055821014392
1260,85.19965226202213
1261,-160.06729388572427
1262,-19.273447296328058
1263,11.907525876081444
1264,-119.96115011359119
1265,427.82395672432824
1266,-82.65305477882711
1267,430.7467458862522
1268,-136.62717006317425
1269,-192.6652206666038
1270,192.1528296870132
1271,-35.02223680273714
1272,160.39098905717958
1273,-257.3657829852347
1274,-254.59978838241295
1275,-419.61726960927496
1276,-233.41844975037284
1277,-18.934068485402157
1278,58.48992652298688
1279,-134.6138559832453
1280,545.9231393065044
1281,955.3702360194966
1282,763.5866558325151
1283,585.2615943425852
1284,745.4717736585964
1285,655.1181487671644
1286,376.443286309482
1287,503.52802948076345
1288,453.27907012465414
1289,-22.983291470146263
1290,-49.5123761741722
1291,-17.57037820713058
1292,-51.467708717789584
1293,55.35123216073597
1294,318.3180283635832
1295,31.992438832273233
1296,-4.896248460568647
1297,93.76308628346668
1298,87.35672780518466
1299,378.21180381612754
1300,46.96541873924377
1301,221.73518829873126
1302,-250.91995014425723
1303,313.0057618804691
1304,586.5023688049913
1305,88.78605234672932
1306,856.2562058472159
1307,770.8534801999225
1308,586.9953730798907
1309,472.75579347064456
1310,443.93200634099156
1311,412.66651582673563
1312,383.11692210758775
1313,146.66074714562427
1314,-36.488291778335835
1315,-98.07986294078611
1316,223.15207039006594
1317,-101.63389392437782
1318,-130.6026053123158
1319,29.908908518236238
1320,-22.053444887110114
